clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging
original garansi resmi rekomen seller pengiriman cepat,1,0,1,0,1,0
bagus paket sudah di terima dan sesuai,1,0,0,0,1,0
terima kasih alhamdulillah pesanan iphone saya sudah sampai dalam keadaan selamat dan berfungsi dengan baik garansi resmi dr semoga awet dan bermanfaat,0,0,1,1,0,0
pengiriman cepat barang diterima dalam kondisi aman dan segel utuh hp nya ringan dan nyaman digenggam layar lebar cocok untuk nonton youtube dan scrolling sosmed ram,0,0,1,0,1,1
bagus packing aman pengiriman cepat,1,0,1,0,1,1
alhamdulillah paketnya sudah mendarat dengan selamat tidak ada cacat sesua dengan yang di tawarkan sellernya amanah kurirnya ramah sangat memuaskan thanks buat,1,0,1,1,0,1
sip,0,0,0,0,0,0
ya buat harganya boleh lah ya,0,0,0,0,0,0
terima kasih seller pengirman cepat dan garansi resmi,0,0,1,0,1,0
official store,0,0,0,0,0,0
sudah smpai dngan slmt ori intinya bagus bnget wlpun lambat tidak ap mksih vivo indonesi,1,0,1,1,1,0
barang bagus reseller bagus pengiriman cepat,1,0,1,0,1,0
barang original dan masih tersegel packing aman jadi tidak perlu khawatir soal keamanan saat pengiriman,1,0,0,1,0,1
berfungsi dengan baik barang ori sebanding it dengan harga segitu pengiriman cepat,0,1,1,1,1,0
kondisi baik original sesuai pesanan,1,0,0,1,0,0
garansi resmi segel insaalloh aman dan semoga awet barang nya,0,0,0,0,0,1
toko nya amanah produk original,1,0,0,0,0,1
barang diterima dalam kondisi baik original dan baru,1,0,0,1,0,0
masih di segel dan harusnya ori lah kan beli di officialnya semoga awet jangan beli di weekend karena tidak akan dikirim,0,0,0,1,0,0
bagus banget hp yah makasih aku suka semoga awet hp yah kk,1,0,0,0,1,0
semuanya aman kecuali jaringan mobile hotspot a ini aneh banget putus putus terus gatau efek frame metal atau pure software aja dan gabisa main game age of empire mob,0,0,0,0,0,1
proses pesanan cepat pickup pesanan agak lambat barang sesuai pesanan,0,0,1,1,1,0
warnanya harus distel ulang tapi bagus gambarnya semoga awet,1,0,0,0,1,0
mantabbb,0,0,0,0,0,0
barang bagus segel fress sukses selalu vivo indonesia,1,0,0,0,1,0
pesanan sudah sampai barang mulus packing rapih warna sesuai permintaan kurirnya ramah makasih banget,0,0,0,1,0,1
paket sudah sampai smoga awet dan nyaman digunakan,0,0,0,0,0,1
barang original responsif admin sangat ramah packing lumayan rapi dus dgn bubble wrap yg cukup,1,0,0,1,0,1
pengiriman cepat barang diterima dgn baik fungsi baik terpercaya mksh,0,0,1,1,1,0
barang original produk bagus pengiriman cepat,1,0,1,0,1,0
barang sesuai deskripsi segel packing rapi aman joss siipp recomended seller official,0,0,0,0,0,1
sesuai deskripsi segel utuh recomended seller,0,0,0,0,0,0
baguss semoga awttt,1,0,0,0,1,0
jangan bikin konsumen emosi dengan proses yg lambat,0,0,1,1,1,0
pokoknya bagus jgn ragu blnja disini,1,0,0,0,1,0
bagus dan original,1,0,0,0,1,0
sebelum beli sudah tanya masih termasuk tabletnya nggak dijawab termasuk selama persediaan masih ada kalau sudah habis seharusnya diinfo,0,0,1,0,0,0
bagus,1,0,0,0,1,0
barang nya ori puas banget,0,0,0,0,0,0
barangnya bagus aja cuma ya buset hampir minggu masak pengirimannya dulu waktu beli t juga sama hampir minggu,1,0,0,0,1,0
seller cepat respond,0,0,1,1,1,0
biar bintang aja yang bicara,0,0,0,0,0,0
barang masih disegel dan waktu pengiriman cepat barang berfungsi dgn baik,0,0,1,1,1,0
barang original dapat garansi dig map,1,0,0,0,0,0
kardus nya basah tapi alhamdulilah hp nya aman sesuai gambar sama live,0,0,0,0,0,1
barang ori dan overall bagus semoga hp nya awet amin,1,0,0,0,1,0
suaranya jelas kencang bass enak treble enak vocal enak bagus kawanku,1,0,0,0,1,0
paket nya lengkap hp bagus dan semua berfungsi cepat juga datang a bang kurir ramah sudah langganan juga semoga awet hp a,1,0,1,1,1,0
alhamdulillah hp sudah dateng bagus barangnya,1,0,0,0,1,0
alhamdulillah sampe juga gacor pokoknya makasih vivo,0,0,0,0,0,0
paketnya sudah diterima dengan baik hp oppo nya dikemas dengan sangat rapi dan aman seller nya responsif produk sesuai deskripsi tadi ud diicoba langsung dan semuanya,0,0,0,1,0,1
barang legit functional,0,0,0,0,0,0
bagus barang berkualitas pengiriman sesuai jadwal,1,0,0,0,1,0
terimakasih barang nya realfic jangan ragu pesen d toko ini,0,0,0,0,0,0
thank you,0,0,0,0,0,0
barang sesuai dengan pesanan dan datang dengan selamat tapi sayang bintang untuk tim ekspedisi nya,0,0,1,0,0,0
semoga awet seperti yg sebelumnya,0,0,0,0,0,0
they started sending products by rockets lol the delivery was really cepat and i got what ordered the very next day no issues so far and works as intended hope it ages,0,0,1,0,1,0
packing aman hp nya juga aman tidak ada kendala,0,0,0,1,0,1
barang sampai dengan aman,0,0,0,0,0,1
recomended seller barang sesuai deskripsi,0,0,0,0,0,0
segel resmi xiaomi dapet harga flash sale sama voucher jos lain kali bubble wrap bisa ditambah,0,0,0,0,0,1
barang baru asli expedisinya aja yg tidak jelas padahal sudah lambat nyampe dikota saya tapi tidak diantar ke alamat saya payah jne,1,0,1,1,1,0
bagus sesuai pesanan,1,0,0,0,1,0
bagus poll,1,0,0,0,1,0
bagus,1,0,0,0,1,0
mantab sesuai deskripsi recomended seller,0,0,0,0,0,0
barang sesuai deskripsi garansi resmi delivery cepat dan packing super aman,0,0,1,0,1,1
pengiriman sangat cepat barang bagus packing sangat aman,1,0,1,0,1,1
terimakasih kak suami ku seneng banget dikasih hp baruuu,0,0,0,0,0,0
barang masih tersegel packing aman rapih sesuai dgn pesanan,0,0,0,0,0,1
semoga awet,0,0,0,0,0,0
okee masih segel rapi,0,0,0,0,0,1
sesuai dan dikirim dengan hati hati bagus sekali poco sesuai saya cinta pico,1,0,0,0,1,0
mantaap iphone terbaru siap menggunakan apple intelligent,0,0,0,0,0,0
bagus pake banget,1,0,0,0,1,0
barang sesuai dan cepat responsif,0,0,1,1,1,0
b pokoknya benar benar bagus best value of money sebanding it banget,1,1,0,0,1,0
barang sampai dengan aman dan selamat harga paling waras untuk cari iphone bagus,1,0,1,0,1,1
puas aja sih,0,0,0,0,0,0
barang ori disegel rapi dengan keterangan nama barang dihilangkan utk menambah keamanan dari hal yg tidak diinginkan,0,0,0,1,0,1
sesuai harapan hrga miring di banding offline,0,0,0,0,0,0
barangnya ori sampai dng selamat cmn kelamaan d ekspedisi tdinya sudah mau d return karena lambat banget,0,0,1,1,1,0
terimakasih barang bagus semuanya bagus,1,0,0,0,1,0
pengiriman lambat barang sampai minggu lebih baru sampai itupun tidak diantarkan ke alamat saya terpaksa saya jemput ke gerai idx nya kalau tidak saya jemput mungki,0,0,1,1,1,0
bagus barang sesuai deskripsi pengiriman sangat cepat,1,0,1,0,1,0
sangat bagus sekali terimakasih banyak,1,0,0,0,1,0
bagus aman sampai tujuan,1,0,0,0,1,1
admin baik semoga awet terimakasih,0,0,0,1,0,0
mantapppp sesuai,1,0,0,0,0,0
mantep pengiriman cepat beli kemaren dateng sekarang maaf g difotoin barangnya,0,0,1,0,1,0
biarkan bintang yang berbicara,0,0,0,0,0,0
bagus,1,0,0,0,1,0
hp sesuai orderan datang dengan kondisi mulus tanpa cacat terima kasih,1,0,0,0,0,0
bagusssss barangnya ori kalian wajib beli di toko ini,1,0,0,0,1,0
biar bintang yg berbicara,0,0,0,0,0,0
alhamdulillah akhirnya orderan saya datang juga dan ternyata beneng dor free chargeran dan ada nfc juga lagi terima kasih mimin puasssss lah sama barang nya original dap,1,0,0,0,1,0
bagus sesuai dengan pesanan tks,1,0,0,0,1,0
barang sesuai dan pengiriman cepat produknya masih tersegel dan pakacking rapi terimakasih,0,0,1,0,1,1
saya baru saja membeli hp iqoo dengan varian hpnya ori tidak ada kendala apapun pengiriman juga sesuai waktu,0,0,0,1,0,0
super cepat madih srgel dan rapi packingnya barang ori dan warna sesuai,0,0,1,0,1,1
toko tidak responsif tidak ada jawaban sama sekali ketika dichat,0,0,0,1,0,0
terlalu lambat di pickup oleh kurirnya,0,0,1,1,1,0
barang bagus pangsung pake ai erasenya rapih,1,0,0,0,1,1
barang asli,1,0,0,0,0,0
bagus sangat puas,1,0,0,0,1,0
bagusss suka dan original cepat jugaaaa,1,0,1,0,1,0
sip,0,0,0,0,0,0
keren,0,0,0,0,0,0
barang sesuai pengiriman hari dari jkt sby packing aman dan barang bnib kejernihan lensa jernih,0,0,0,0,0,1
mntb kurir satset,0,0,0,0,0,0
pesen malam siang sampai trmksh,0,0,0,0,0,0
barang cepat sampai keren model belum cek detailnya,0,0,1,0,1,0
hp nya sudah sampe kak mksi ya sudah x check out hp di tiktok shop tapi yg dateng warna nya navy bukan purple kak tapi gpp,0,0,0,0,0,0
apple homepod mini sudah diterima dengan baik sesuai dengan deskripsi produk pengiriman cepat seller gercep terima kasih,0,0,1,1,1,0
hp dtg dengan selamat cumn syg ny knp hrs pkk jne jne disni gk k pke rta pkk jnt hp br diambil sm jne sudah ad plk pnipu yg nlpon mn data lngkp yg dikirim curiga s,0,0,1,0,0,0
packing aman barang sesuai,0,0,0,0,0,1
top seller responsif cepat packing aman barang ori terimksih,0,0,1,1,1,1
barang sampai dengan baik pengiriman tidak memuaskan pakai ninja express minggu waktu pengiriman dan jarang diupdate,0,0,1,1,0,0
barangnya masih disegel dan keadaan baik,0,0,0,1,0,0
bagus,1,0,0,0,1,0
enakeunnn gas co,0,0,0,0,0,0
alhamdulillah barang bagus berfungsi dengan sangat baik packing rapi w walaupun tidak tersedia packing kayu tapi aman pengiriman cepat seller responsif ekspedisi,1,0,1,1,1,1
bagua,0,0,0,0,0,0
real gusy,0,0,0,0,0,0
packing rapi dan produk diterima dalam kondisi baik makasih,0,0,0,1,0,1
barang bagus,1,0,0,0,1,0
mantapp barang sesuai deskripsi chat admin juga cepat responsif,1,0,1,1,1,0
berfungsi dengan baik barang sesuai dengan spesifikasi,0,0,0,1,0,0
menurutku kemahalan ditempat ku juta sudah dapat eh ini aku beli juta,0,1,0,0,0,0
bagus banget,1,0,0,0,1,0
bagus bagus berkah selalu nggak mengecewakan unboxingnya ada tapi terlalu panjang,1,0,0,0,1,0
alhamdulillah bagus hpnya,1,0,0,0,1,0
barang bagus tapi pengiriman nya lambat banget dari jakarta ke bandung hari baru sampai,1,0,1,1,1,0
barang masing di segel dan berfungsih dg baik,0,0,0,1,0,0
barang sesuai masih segel isi mulus dan bagus thanks,1,0,0,0,1,0
mantaf benar ori suara nyaring top seller di responsif dengan cepat pengiram pun cepat thanks,0,0,1,1,1,0
barang bagus sesuai pesanan dan bagus djiwa asik joss,1,0,0,0,1,0
alhmdlh keren hp ya smoga lancar trus usahanya kk,0,0,0,0,1,0
bagussss sagat puas rilpik,1,0,0,0,1,0
alhamdulillah sesuai,0,0,0,0,0,0
topppppppppppppppppppppppppppppppppppppppp,0,0,0,0,0,0
cukup buat meeting microfonnya bagus dan suaranya jelas untuk meeting kalau untuk musik mendingan cari yang lain aja,1,0,0,0,1,0
produk bagus pengiriman cepat,1,0,1,0,1,0
packing rapih brng aman sampai di tujuan pas di tes tdi earbuds langsung connect ke samsung s ultra bass bagus ada fitur silent noise jadi enak bngt di pakai ketik,1,0,0,0,1,1
original ibox pa a adminnya ramah sampai dengan selamat bubble tebal tanpa lecet sedikitpun good joob semoga pemakaian aman,1,0,1,1,0,1
bagu,0,0,0,0,0,0
masyaallah alhamdulillah datang juga hp nya sempet ada yg nlpon mau nipu alhamdulillah toko nya garcep bls pesan saya jadi terselamatkan,0,0,1,0,0,0
original segel device aman packing bublr wrap ngeri ngeri sedap alhamdulillah semoga berkah,1,0,0,0,0,1
gokil ni barang mulus banget asli no kaleng kaleng dikirim satset pake instantt,1,0,0,0,0,0
original masih packing aman sesuai pesanan,1,0,0,0,0,1
sesuai pesanan bagus sudah coba enggak ada kendala,1,0,0,0,1,0
kejernihan lensa lumayan kualitas pengerjaan rapih elegan performa sistem lumayan buat di kelasnya,1,0,0,0,0,1
baguss,1,0,0,0,1,0
penjual lambat dalam mengirimkan pesanan pengiriman super lambat penjual dichat tidak balas balas ketika barang yang lambat tadi saya terima chat saya baru dibalas sangat ke,0,0,1,1,1,0
sangat bagus,1,0,0,0,1,0
barang diterima sesuai jadwal packing sangat baik,0,0,0,1,0,0
lucuww first time punya iphone dan memercayainya dengan membeli di ismile harga lebih terjangkau tetapi original luvvv co siang dikirim sore uhuy bagus,1,1,0,0,1,0
semoga awet,0,0,0,0,0,0
barang masih disegel dan sesuai dgn pesanan semoga awet,0,0,0,0,0,0
pengiriman aman dan cepat ini kedua kalinya beli harga lebih murah dari toko offline resmi dan dapat gratis kepala charger,0,1,1,0,1,1
barang sesuai deskripsi original tam responsif seller cepat pengiriman cepat packing rapi harga paking murah setokped,1,1,1,1,1,1
jssjjdjdjdjdjddj,0,0,0,0,0,0
terimakasih barang sampai dengan aman,0,0,0,0,0,1
baguss berfungsi dgn sangat baik,1,0,0,1,1,0
sesuai pesanan dan sdh order yang kedua kalinya original vivo,1,0,0,0,0,0
bagus barang orii,1,0,0,0,1,0
maaf bintang ya diawal sudah ditanya garansi resmi tapi tokonya bilang resmi iya yakin karena pernah beli iphone disini emang benar garansi resmi datang ternyata,0,0,0,0,0,0
barang datang tepat waktu sejauh ini pemakaian bagus gaada kendala tapi masih di coba sih sgt sebanding to buy,1,1,1,0,1,0
sipp terima kasih,0,0,0,0,0,0
kemarin abis beli iqoo neo juga dan skrg bisa bandingin yah jujur lebih irit baterai dan suhunya lebih bagus di neo baterai iqoo harian klo poco ini cukup seharia,1,0,0,0,1,0
barang bagus semoga awet,1,0,0,0,1,0
responsif cepat pesanan sesuai deskripsi packing rapih dan aman,0,0,1,1,1,1
bagus hp kenceng nan kece badai matahari,1,0,0,0,1,0
josss iseng malam itu cek toped liat harga dapet diskon toped jt total dr cuma jt langsung sikat dahh pas kebetulan mo upgrade jg dr iphone cepat responsif,0,0,1,1,1,0
bagus,1,0,0,0,1,0
mantapppp bin josss sudah bertahun tahun pakai produk samsung engga pernah gagal user samsung abadi yang lain skiplah duluu,1,0,0,0,0,0
very cepat response sampai dengan cepat very recommend free dari pembelian xiaomi,0,0,1,1,1,0
bagus packing aman pengiriman cepat semoga tidak ada kendala mantaal,1,0,1,1,1,1
harga terbaik seller ramah cepat responsif packing aman,0,0,1,1,1,1
alhamdulillah barang sesuai yang di pesan tokonya amanahh semoga barangnya awet,0,0,0,0,0,1
barang masih disegel pas sampai kelengkapan sesuai warna sesuai yg diinginkan semoga awet dan berfungsi dengan baik,0,0,0,1,0,0
paket mendarat dgn aman pengiriman cepat bagus hpnya ori official store rekomendasi belanja ditoko ini kejernihan lensa bagus performa sistem baik lumayan kualitas p,1,0,1,1,1,1
mntapppp,0,0,0,0,0,0
packing aman barang segel kualitas terbaik cuma pengiriman aja tolong diperbaiki yah makasih banget buat tokonya,1,0,0,1,0,1
pengiriman cepat batang original juga dapet charger ori samsung makasi banyak min worthed banget belanja disini,1,1,1,0,1,0
emang enggak ada dapat casing bawaan hp,0,0,0,0,0,0
x beli iqoo tidak dapat giftbox padahal di keterangan pembelian dapat bonus giftbox,0,0,0,1,0,0
sesuai ekspektasi baru tahu malah bisa nyala mati otomatis praktis dan simpel dibawa kemana mana,0,0,0,0,0,0
puas belanja di toko ini,0,0,0,0,0,0
menyalaaa,0,0,0,0,0,0
good,0,0,0,0,0,0
responsif cepet paket terbungkus rapih dan aman terima kasih,0,0,0,1,0,1
bagus sudah dicek imeinya ad di toko resminya pokoknya hpnya sesuai untuk pengiriman lumayan cepat,1,0,1,0,1,0
bagus,1,0,0,0,1,0
packaging lengkap aman dan pengirimanya cepat,0,0,1,0,1,1
puasa barang nya bagus,1,0,0,0,1,0
kejernihan lensa bagus,1,0,0,0,1,0
produk sesuai deskripsi dan pengiriman juga cepat sekali,0,0,1,0,1,0
barang segel rapi aman original from samsung official store thank you,1,0,0,0,0,1
recomend sekali,0,0,0,0,0,0
bagus betul,1,0,0,0,1,0
alhamdulillah barang sesuai,0,0,0,0,0,0
produk sudah sampai di luar estimasi alias lebih cepat dari prediksi terima kasih,0,0,1,0,1,0
sesuai keinginan,0,0,0,0,0,0
pengiriman terlambat dan lambat banget responsif oknum expedisi nya serta packing nya penyok,0,0,1,1,1,1
mantaaaaaap suaranya bass bagus garing dan bassnya sip,1,0,0,0,1,0
alhamdulillah sudah sampai hp vivo y nya dengan aman,0,0,0,0,0,1
luar biasa cepat response,0,0,1,1,1,0
barang masih segel original oppo dan dapat bonusan nya juga puas pokoknya mah,1,0,0,0,0,0
barang sudah di terima alhamdulillah bagus banget terimakasih vivo sudah di kasih bonus next lengganan blnja lg,1,0,0,0,1,0
barang sampai dengan aman bublewarp nya tebel banget garansi jelas aman dan sudah pasti ori unboxing langsung segera cek kelengkapan plus update software dan semuanya j,0,0,0,0,0,1
seller amanah packing aman banget macbooknya sesuai pesanan dan lancar saat dipakai kurirnya juga gercep thankyou,0,0,0,0,1,1
bagusssssssss dn dapet harga diskon,1,0,0,0,1,0
bagus sesuai,1,0,0,0,1,0
good quality,0,0,0,0,0,0
alhamdulillah barang sudah sampai di tempat saya dan sesuai dengan yang dipesan original dan dalam keadaan baik dan aman terimakasih untuk semua nya,1,0,0,1,0,1
barang masih segel sesuai deskripsi,0,0,0,0,0,0
alhamdulilah mendarat dgn slamat ssuai psanan,0,0,1,0,0,0
makasih hp nya bagus,1,0,0,0,1,0
baguss realpict next aku order lagii terimakasih barangnya sudah sampay saya puas sekali barang mulus,1,0,0,0,1,0
barang ori semua berfungsi cuma pengiriman leletttt,0,0,1,0,0,0
barang bagus poll,1,0,0,0,1,0
bagus berfungsi dengn baik semoga awet,1,0,0,1,1,0
barang nya bagus dan bagus,1,0,0,0,1,0
alhamdulillah sudah sampai dan sudah di pakai hapenya sudah dicoba semuanya dan bagus cuma kartu simnya agak lemot jadi harus ganti ke kartu sim yg bagus biar jaringan intern,1,0,0,0,1,0
packingnya mengerikan begitu saya terima bonyok bonyok saya pikir ini yg kirim barang elektronik atau bukan buruk packingnya untungnya aja hpnya tidak apa apa masih ko,1,0,0,1,0,1
mantep barang sesuai,0,0,0,0,0,0
packing baik berfungsi dgn baik normal barang joss msh baru,0,0,0,1,0,0
pokoknya bagus sekali toko ini sangat sangat amanah sekali owner ny juga ramah sekali awalny sih sempet takut pesen online tpi beneran datang kok jdi kita ngk usah takut,1,0,0,1,1,1
oriii,0,0,0,0,0,0
pengirimannya lambat benar,0,0,1,1,1,0
seller gercep banget eespon pesanan barang sampai dengan selamat bubble wrap tebell banget,0,0,1,0,0,1
sementara bagus si tidak tau kedepannya semoga baik saja ram nya,1,0,0,1,1,0
nice,0,0,0,0,0,0
barang sampai dengan aman lengkap dan packingnya juga rapi sempat hari kurir gagal mengambil barang jadi datangnya agak lebih lambat dari seharusnya isi box juga leng,0,0,1,1,1,1
bagus banget sesuai pesanan,1,0,0,0,1,0
bagus barang original,1,0,0,0,1,0
bagus,1,0,0,0,1,0
good seller,0,0,0,0,0,0
top,0,0,0,0,0,0
pesan tanggal tanggal baru dikirim pakai ini buat ngeremote pc beberapa kekurangannya buat ngeremote adalah tombol esc di keyboard bertindak sebagai tombol back j,0,0,0,0,0,0
beyond expectations poco memang sebanding it,0,1,0,0,0,0
pokoknya rekomendasi deh,0,0,0,0,0,0
jioooooosss ory mantan,0,0,0,0,0,0
mantabbb selamat dng mulus,0,0,1,0,0,0
cepat,0,0,1,0,1,0
aman terima kasih,0,0,0,0,0,1
samsung a g gb fitur bagus pengiriman j t cepat baik no minus lebih baik j t ketimbang jne packing bagus double plastik dan dus pokonya wajib belanja,1,0,1,1,1,0
barang original bagus cuma pengiriman saja agak lambat,1,0,1,1,1,0
design material good penggunaan silent kualitas xiaomi bagus lah harga kompetitif semoga awet,1,0,0,0,1,0
ini yg ke x nya sya pesan di toko ini toko nya amanah pesanan sampai dgn selamat dan ori terima kasih semoga toko nya makin berkembang,0,0,1,0,0,1
barang cepat sampai original,1,0,1,0,1,0
kualitas barang istimewa pembelian ke sekian x nya,1,0,0,0,0,0
bagus sihh biarpun lambat pengirimannya karna terkendala banjir,1,0,1,1,1,0
puas banget belanja di sini barang selalu ori masih di segel buat yang mau order jangn ragu belanja di sini,0,0,0,0,0,0
barang bagus,1,0,0,0,1,0
hp mulus,0,0,0,0,0,0
terbaik,0,0,0,1,0,0
aku kasihhh bintak lima soalnya puass banget dan amanah sempett takut pesen lewat via online tapi sesuai kok terimakasih banyakkkk tetep amanhhhh yahhh pokoknya akan jadi,0,0,0,0,0,1
diterima dlm keadaan baik dan sesuai pesanan smg awet,0,0,0,1,0,0
garansi resmi berfungsi dengan baik,0,0,0,1,0,0
bagus,1,0,0,0,1,0
hanya bintang yg bisa menilai,0,0,0,0,0,0
barang bagus,1,0,0,0,1,0
garansi panjang fitur bagus spesifikasi utk harga segini mantep pokonya pengiriman cepat keaslian pasti asli kalo di official shop terimakasih kak,1,0,1,0,1,0
